	recetox_cid	iupac_inchi	smiles
438	521	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H	Oc1ccc(cc1)N(=O)=O
439	522	InChI=1S/C20H27N10O16P3/c21-15-9-17(25-3-23-15)29(5-27-9)19-13(33)11(31)7(43-19)1-41-47(35,36)45-49(39,40)46-48(37,38)42-2-8-12(32)14(34)20(44-8)30-6-28-10-16(22)24-4-26-18(10)30/h3-8,11-14,19-20,31-34H,1-2H2,(H,35,36)(H,37,38)(H,39,40)(H2,21,23,25)(H2,22,24,26)	OC1C(COP(=O)(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2ncnc3N)O)O)O)OC(C1O)n1cnc2c1ncnc2N
440	524	InChI=1S/C16H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-15H2,1H3	CCCCCCCCCCCCCCCC=O
441	525	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	CCCCCCCCCCCCCCCC(=O)O
442	526	InChI=1S/C11H23N2O7PS/c1-11(2,7-20-21(17,18)19)9(15)10(16)13-4-3-8(14)12-5-6-22/h9,15,22H,3-7H2,1-2H3,(H,12,14)(H,13,16)(H2,17,18,19)	SCCN=C(CCN=C(C(C(COP(=O)(O)O)(C)C)O)O)O
443	527	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	OCC(C(C(=NCCC(=O)O)O)O)(C)C
444	528	InChI=1S/C10H15N5O13P2S/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(27-29(17,18)19)4(26-10)1-25-30(20,21)28-31(22,23)24/h2-4,6-7,10,16H,1H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)(H,22,23,24)	OC1C(OP(=O)(O)O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OS(=O)(=O)O)O
445	529	InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3	CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC
446	530	InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H	Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl
447	531	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	NC(C(=O)O)Cc1ccccc1
448	532	InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H	c1ccc2c(c1)c1ccccc1cc2
449	533	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	Oc1ccccc1
450	534	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)	O=C(C(=O)O)Cc1ccccc1
451	535	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	O=CCc1ccccc1
452	536	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	OC(=O)Cc1ccccc1
453	537	InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2	NCC(c1ccccc1)O
454	538	InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2	NCCc1ccccc1
455	541	InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)	OC(=O)C(=C)OP(=O)(O)O
456	542	InChI=1S/C9H14N3O9P/c10-7-4(9(15)16)11-2-12(7)8-6(14)5(13)3(21-8)1-20-22(17,18)19/h2-3,5-6,8,13-14H,1,10H2,(H,15,16)(H2,17,18,19)	OC1C(O)C(OC1n1cnc(c1N)C(=O)O)COP(=O)(O)O
457	543	InChI=1S/C10H15N4O9P/c11-8(18)5-9(13-3-15)14(2-12-5)10-7(17)6(16)4(23-10)1-22-24(19,20)21/h2-4,6-7,10,16-17H,1H2,(H2,11,18)(H,13,15)(H2,19,20,21)	OC=Nc1c(ncn1C1OC(C(C1O)O)COP(=O)(O)O)C(=O)N
458	544	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	[O-]P(=O)(OCC[N+](C)(C)C)O
459	545	InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)	NCCOP(=O)(O)O
460	546	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)	OC(=O)c1ccccc1C(=O)O
461	547	InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)	OC(=O)c1ccccn1
462	548	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)	NCc1[nH]cc(c1CC(=O)O)CCC(=O)O
463	550	InChI=1S/C14H6N2O8/c17-10-4-2-6(14(23)24)15-8(4)7-3(12(19)20)1-5(13(21)22)16-9(7)11(10)18/h1-2,15H,(H,19,20)(H,21,22)(H,23,24)	OC(=O)c1cc(nc2c1-c1[nH]c(cc1C(=O)C2=O)C(=O)O)C(=O)O
464	551	InChI=1S/C10H10O6/c11-6-1-3-10(4-2-6,9(15)16)5-7(12)8(13)14/h1-4,6,11H,5H2,(H,13,14)(H,15,16)	OC1C=CC(C=C1)(CC(=O)C(=O)O)C(=O)O
465	552	InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)	NCC(CCC(C(=O)O)N)O
466	556	InChI=1S/C3H7O5P/c1-2-3(4)8-9(5,6)7/h2H2,1H3,(H2,5,6,7)	CCC(=O)OP(=O)(O)O
467	557	InChI=1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)	OC1C(OC(C1O)COP(=O)(O)O)OP(=O)(OP(=O)(O)O)O
468	558	InChI=1S/C6H4N4/c1-2-9-6-5(8-1)3-7-4-10-6/h1-4H	c1ncc2c(n1)nccn2
469	559	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	c1ncc2c(n1)[nH]cn2
470	560	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2	NCCCCN
471	561	InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)	OC(=N)c1cnccn1
472	562	InChI=1S/C5H4N2O2/c8-5(9)4-3-6-1-2-7-4/h1-3H,(H,8,9)	OC(=O)c1cnccn1
473	564	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	c1cccnc1
474	565	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3	O=Cc1c(CO)cnc(c1O)C
475	566	InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)	O=Cc1c(COP(=O)(O)O)cnc(c1O)C
476	567	InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3	NCc1c(CO)cnc(c1O)C
477	568	InChI=1S/C8H13N2O5P/c1-5-8(11)7(2-9)6(3-10-5)4-15-16(12,13)14/h3,11H,2,4,9H2,1H3,(H2,12,13,14)	NCc1c(COP(=O)(O)O)cnc(c1O)C
478	569	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	OCc1c(CO)cnc(c1O)C
479	570	InChI=1S/C8H12NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2,10-11H,3-4H2,1H3,(H2,12,13,14)	OCc1c(cnc(c1O)C)COP(=O)(O)O
480	571	InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H	Oc1c(O)cccc1O
481	573	InChI=1S/C5H7NO3/c7-3-1-4(5(8)9)6-2-3/h2-4,7H,1H2,(H,8,9)	OC1C=NC(C1)C(=O)O
482	574	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	OC(=O)C(=O)C
483	576	InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)	OC(=O)c1ncccc1C(=O)O
484	578	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3	O=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C
485	579	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3	OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C
486	580	InChI=1S/C10H19NO2S2/c1-8(12)15-9(6-7-14)4-2-3-5-10(11)13/h9,14H,2-7H2,1H3,(H2,11,13)	SCCC(SC(=O)C)CCCCC(=N)O
487	581	InChI=1S/C5H9NO4S/c6-3(5(9)10)1-11-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	OC(=O)CSCC(C(=O)O)N
488	582	InChI=1S/C5H8O5/c1-5(10,4(8)9)2-3(6)7/h10H,2H2,1H3,(H,6,7)(H,8,9)	OC(=O)CC(C(=O)O)(O)C
489	583	InChI=1S/C13H21N3O8S/c1-6(17)13(24)25-5-8(11(21)15-4-10(19)20)16-9(18)3-2-7(14)12(22)23/h6-8,17H,2-5,14H2,1H3,(H,15,21)(H,16,18)(H,19,20)(H,22,23)	OC(=NC(C(=NCC(=O)O)O)CSC(=O)C(O)C)CCC(C(=O)O)N
490	586	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	CNCC(=O)O
491	591	InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)	OC1CC(=CC(C1O)O)C(=O)O
492	592	InChI=1S/C7H11O8P/c8-4-1-3(7(10)11)2-5(6(4)9)15-16(12,13)14/h2,4-6,8-9H,1H2,(H,10,11)(H2,12,13,14)	OC1C(O)CC(=CC1OP(=O)(O)O)C(=O)O
493	595	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	NCCCNCCCCN
494	596	InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2	NCCCNCCCCNCCCN
495	597	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3	CCCCCCCCCCCCCC=CC(C(CO)N)O
496	598	InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3	CC(=CCCC=C(CCC=C(CCC=C(C)C)C)C)CCC=C(CCC=C(C)C)C
497	599	InChI=1S/C17H28O/c18-13-6-9-15-12(10-13)5-8-16-14-3-1-2-11(14)4-7-17(15)16/h11-18H,1-10H2	OC1CCC2C(C1)CCC1C2CCC2C1CCC2
498	600	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	OC(=O)CCC(=O)O
499	601	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)	O=CCCC(=O)O
500	605	InChI=1S/C50H84O7P2/c1-41(2)21-12-22-42(3)23-13-24-43(4)25-14-26-44(5)27-15-28-45(6)29-16-30-46(7)31-17-32-47(8)33-18-34-48(9)35-19-36-49(10)37-20-38-50(11)39-40-56-59(54,55)57-58(51,52)53/h21,23,25,27,29,31,33,35,37,39H,12-20,22,24,26,28,30,32,34,36,38,40H2,1-11H3,(H,54,55)(H2,51,52,53)	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)(O)O)O)C)C)C)C)CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C
501	606	InChI=1S/C55H92O7P2/c1-45(2)23-13-24-46(3)25-14-26-47(4)27-15-28-48(5)29-16-30-49(6)31-17-32-50(7)33-18-34-51(8)35-19-36-52(9)37-20-38-53(10)39-21-40-54(11)41-22-42-55(12)43-44-61-64(59,60)62-63(56,57)58/h23,25,27,29,31,33,35,37,39,41,43H,13-22,24,26,28,30,32,34,36,38,40,42,44H2,1-12H3,(H,59,60)(H2,56,57,58)	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)(O)O)O)C)C)C)C)CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C
502	607	InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h1-2,5H,(H,6,7)	O=CC(C(=O)O)O
503	608	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	NCCS(=O)(=O)O
504	610	InChI=1S/C4H8OS/c5-6-3-1-2-4-6/h1-4H2	O=S1CCCC1
505	611	InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1	CC1=C(CCO)S[CH]N1Cc1cnc([nH]c1=N)C
506	612	InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)/p+1	[O-]P(=O)(OCCc1sc[n+](c1C)Cc1cnc([nH]c1=N)C)O
507	613	InChI=1S/C12H18N4O7P2S/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21)/p+1	Cc1ncc(c(=N)[nH]1)C[n+]1csc(c1C)CCOP(=O)(OP(=O)(O)O)[O-]
508	615	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	Oc1ncc(c(n1)O)C
509	616	InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3	Cc1ncsc1CCO
510	617	InChI=1S/C6H10NO4PS/c1-5-6(13-4-7-5)2-3-11-12(8,9)10/h4H,2-3H2,1H3,(H2,8,9,10)	Cc1ncsc1CCOP(=O)(O)O
511	618	InChI=1S/C26H42N7O17P3S/c1-5-14(2)25(38)54-9-8-28-16(34)6-7-29-23(37)20(36)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-19(49-51(39,40)41)18(35)24(48-15)33-13-32-17-21(27)30-12-31-22(17)33/h5,12-13,15,18-20,24,35-36H,6-11H2,1-4H3,(H,28,34)(H,29,37)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)	CC=C(C(=O)SCCN=C(CCN=C(C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O)O)C
512	619	InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3	Cc1ccccc1
513	620	InChI=1S/C27H42N7O19P3S/c1-14(8-17(36)37)9-18(38)57-7-6-29-16(35)4-5-30-25(41)22(40)27(2,3)11-50-56(47,48)53-55(45,46)49-10-15-21(52-54(42,43)44)20(39)26(51-15)34-13-33-19-23(28)31-12-32-24(19)34/h9,12-13,15,20-22,26,39-40H,4-8,10-11H2,1-3H3,(H,29,35)(H,30,41)(H,36,37)(H,45,46)(H,47,48)(H2,28,31,32)(H2,42,43,44)	OC(=O)CC(=CC(=O)SCCN=C(CCN=C(C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O)O)C
514	621	InChI=1S/C12H23O14P/c13-1-3-5(14)7(16)9(18)11(24-3)26-12-10(19)8(17)6(15)4(25-12)2-23-27(20,21)22/h3-19H,1-2H2,(H2,20,21,22)	OCC1OC(OC2OC(COP(=O)(O)O)C(C(C2O)O)O)C(C(C1O)O)O
515	625	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	OC(=O)C(Cc1c[nH]c2c1cccc2)N
516	626	InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2	NCCc1c[nH]c2c1cccc2
517	628	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	OC(=O)C(Cc1ccc(cc1)O)N
518	629	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)	OCC1OC(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2ccc(nc2=O)O)O)O)C(C(C1O)O)N=C(O)C
519	630	InChI=1S/C20H31N3O19P2/c1-7(18(30)31)38-16-12(21-8(2)25)19(40-9(5-24)14(16)28)41-44(35,36)42-43(33,34)37-6-10-13(27)15(29)17(39-10)23-4-3-11(26)22-20(23)32/h3-4,7,9-10,12-17,19,24,27-29H,5-6H2,1-2H3,(H,21,25)(H,30,31)(H,33,34)(H,35,36)(H,22,26,32)	OCC1OC(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2ccc(nc2=O)O)O)O)C(C(C1O)OC(C(=O)O)C)N=C(O)C
520	631	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Oc1ccnc(n1)O
521	632	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)	Oc1nc(O)c2c(n1)[nH]c(n2)O
522	634	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	OC(=O)C=Cc1cnc[nH]1
523	635	InChI=1S/C40H44N4O16/c45-33(46)5-1-17-21(9-37(53)54)29-14-27-19(3-7-35(49)50)22(10-38(55)56)30(43-27)15-28-20(4-8-36(51)52)24(12-40(59)60)32(44-28)16-31-23(11-39(57)58)18(2-6-34(47)48)26(42-31)13-25(17)41-29/h41-44H,1-16H2,(H,45,46)(H,47,48)(H,49,50)(H,51,52)(H,53,54)(H,55,56)(H,57,58)(H,59,60)	OC(=O)CCc1c2Cc3[nH]c(c(c3CC(=O)O)CCC(=O)O)Cc3[nH]c(Cc4[nH]c(Cc(c1CC(=O)O)[nH]2)c(CCC(=O)O)c4CC(=O)O)c(c3CCC(=O)O)CC(=O)O
524	636	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	NC(C(=O)O)C(C)C
525	637	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3	COc1cc(C=O)ccc1O
526	638	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	Oc1nc(O)c2c(n1)[nH]cn2
527	639	InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)	Oc1nc(O)c2c(n1)n(cn2)C1OC(C(C1O)O)COP(=O)(O)O
528	640	InChI=1S/C5H12O11P2/c6-3(1-15-17(9,10)11)5(8)4(7)2-16-18(12,13)14/h3,5-6,8H,1-2H2,(H2,9,10,11)(H2,12,13,14)	OC(C(=O)COP(=O)(O)O)C(COP(=O)(O)O)O
529	641	InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)	OC(=O)C1=NCCCC1
530	642	InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)	CC(=C)CCOP(=O)(OP(=O)(O)O)O
531	643	InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h3-4H,1-2H2,(H,7,8)	OC(=O)C1CCC=N1
532	644	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)	OC(=O)CC(C(C(=O)O)O)C(=O)O
533	645	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Oc1cc2OC(c3ccc(c(c3)O)O)C(Cc2c(c1)O)O
534	646	InChI=1S/C11H13ClN2/c12-11-4-1-7(6-13-11)9-5-8-2-3-10(9)14-8/h1,4,6,8-10,14H,2-3,5H2	Clc1ccc(cn1)C1CC2NC1CC2
535	647	InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3	CNC(Cc1ccccc1)C
536	648	InChI=1S/C12H22O/c1-10-6-5-8-11(2)7-3-4-9-12(10,11)13/h10,13H,3-9H2,1-2H3	CC1CCCC2(C1(O)CCCC2)C
537	649	InChI=1S/C5H12NO5P/c6-4(5(7)8)2-1-3-12(9,10)11/h4H,1-3,6H2,(H,7,8)(H2,9,10,11)	OC(=O)C(CCCP(=O)(O)O)N
538	650	InChI=1S/C16H16ClNO2/c17-15-11-6-7-18-9-13(10-4-2-1-3-5-10)12(11)8-14(19)16(15)20/h1-5,8,13,18-20H,6-7,9H2	Oc1c(O)cc2c(c1Cl)CCNCC2c1ccccc1
539	651	InChI=1S/C16H25NO/c1-3-10-17(11-4-2)14-9-8-13-6-5-7-16(18)15(13)12-14/h5-7,14,18H,3-4,8-12H2,1-2H3	CCCN(C1CCc2c(C1)c(O)ccc2)CCC
540	652	InChI=1S/C7H10N2O4/c1-3-4(6(10)9-13-3)2-5(8)7(11)12/h5H,2,8H2,1H3,(H,9,10)(H,11,12)	OC(=O)C(Cc1c(C)onc1O)N
541	653	InChI=1S/C10H12N2O/c1-12-9(5-6-10(12)13)8-4-2-3-7-11-8/h2-4,7,9H,5-6H2,1H3	O=C1CCC(N1C)c1ccccn1
542	654	InChI=1S/C11H16INO2/c1-7(13)4-8-5-11(15-3)9(12)6-10(8)14-2/h5-7H,4,13H2,1-3H3	COc1cc(I)c(cc1CC(N)C)OC
543	655	InChI=1S/C28H40N2O5/c1-20(2)28(19-29,22-17-25(33-6)27(35-8)26(18-22)34-7)13-9-14-30(3)15-12-21-10-11-23(31-4)24(16-21)32-5/h10-11,16-18,20H,9,12-15H2,1-8H3	COc1ccc(cc1OC)CCN(CCCC(c1cc(OC)c(c(c1)OC)OC)(C(C)C)C#N)C
544	656	InChI=1S/C36H39N3O6/c1-25-31(34(40)44-3)33(27-12-10-17-30(24-27)39(42)43)32(26(2)37-25)35(41)45-23-11-20-38-21-18-36(19-22-38,28-13-6-4-7-14-28)29-15-8-5-9-16-29/h4-10,12-17,24,33,37H,11,18-23H2,1-3H3	COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1)C
545	657	InChI=1S/C9H13NO3/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,11-12H,5,10H2,1H3	NCC(c1ccc(c(c1)OC)O)O
546	658	InChI=1S/C19H21ClN2S/c1-21-8-10-22(11-9-21)17-12-14-4-2-3-5-18(14)23-19-7-6-15(20)13-16(17)19/h2-7,13,17H,8-12H2,1H3	CN1CCN(CC1)C1Cc2ccccc2Sc2c1cc(Cl)cc2
547	659	InChI=1S/C19H21NO2/c1-2-9-20-10-8-15-11-18(21)19(22)12-16(15)17(13-20)14-6-4-3-5-7-14/h2-7,11-12,17,21-22H,1,8-10,13H2	C=CCN1CCc2c(C(C1)c1ccccc1)cc(c(c2)O)O
548	660	InChI=1S/C16H17NO2/c18-15-8-12-6-7-17-10-14(13(12)9-16(15)19)11-4-2-1-3-5-11/h1-5,8-9,14,17-19H,6-7,10H2	Oc1cc2CCNCC(c2cc1O)c1ccccc1
549	661	InChI=1S/C17H18BrNO/c1-19-8-7-13-9-16(18)17(20)10-14(13)15(11-19)12-5-3-2-4-6-12/h2-6,9-10,15,20H,7-8,11H2,1H3	CN1CCc2c(C(C1)c1ccccc1)cc(c(c2)Br)O
550	662	InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)	COc1cc(ccc1O)C(C(=O)O)O
551	663	InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2	Oc1cc2OC(c3cc(O)c(c(c3)O)O)C(Cc2c(c1)O)O
552	664	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3	CC1CCC(C(C1)O)C(C)C
553	665	InChI=1S/C10H14O2/c1-7(2)8-3-5-9(6-4-8)10(11)12/h5,8H,1,3-4,6H2,2H3,(H,11,12)	CC(=C)C1CCC(=CC1)C(=O)O
554	666	InChI=1S/C6H9NO4/c7-4(6(10)11)2-1-3(2)5(8)9/h2-4H,1,7H2,(H,8,9)(H,10,11)	NC(C1CC1C(=O)O)C(=O)O
555	667	InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)	OC(c1ccccc1)C(=O)O
556	668	InChI=1S/C9H10O3/c1-9(12,8(10)11)7-5-3-2-4-6-7/h2-6,12H,1H3,(H,10,11)	OC(=O)C(c1ccccc1)(O)C
557	669	InChI=1S/C21H21NO6/c1-22-7-6-11-8-15-16(27-10-26-15)9-13(11)18(22)19-12-4-5-14(24-2)20(25-3)17(12)21(23)28-19/h4-5,8-9,18-19H,6-7,10H2,1-3H3	COc1c(OC)ccc2c1C(=O)OC2C1N(C)CCc2c1cc1OCOc1c2
558	670	InChI=1S/C12H12F3NO2/c1-8(17)16-10(11(18)12(13,14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,16,17)	O=C(C(F)(F)F)C(Cc1ccccc1)N=C(O)C
559	671	InChI=1S/C12H19N2/c1-14(2)10-8-13(9-11-14)12-6-4-3-5-7-12/h3-7H,8-11H2,1-2H3/q+1	C[N]1(C)CCN(CC1)c1ccccc1
560	672	InChI=1S/C10H24N2/c11-9-7-5-3-1-2-4-6-8-10-12/h1-12H2	NCCCCCCCCCCN
561	673	InChI=1S/C12H8N2/c1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1/h1-8H	c1ccc2c(n1)c1ncccc1cc2
